         73065575 function calls (72108445 primitive calls) in 193.787 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      621    0.001    0.000    0.116    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/postproc.py:52(deadmaps)
      240    0.001    0.000    0.114    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:881(call_internal)
      661    0.003    0.000    0.113    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:99(__init__)
        3    0.000    0.000    0.112    0.037 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:3395(new_figure_manager)
    51172    0.090    0.000    0.112    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/_utils.py:24(deduplicate)
        3    0.000    0.000    0.111    0.037 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:3404(new_figure_manager_given_figure)
        3    0.000    0.000    0.111    0.037 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:1774(new_manager)
        3    0.066    0.022    0.111    0.037 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:2678(create_with_canvas)
5428/4891    0.002    0.000    0.109    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir_utils.py:1542(guard)
        1    0.000    0.000    0.108    0.108 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:2139(array_reshape_vararg)
        1    0.000    0.000    0.108    0.108 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:2074(array_reshape)
     4347    0.006    0.000    0.105    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/runtime/context.py:360(_call_incref_decref)
39995/39001    0.067    0.000    0.104    0.000 {built-in method builtins.any}
    24399    0.102    0.000    0.102    0.000 {built-in method numpy.array}
       69    0.000    0.000    0.101    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/untyped_passes.py:244(run_pass)
46330/46145    0.025    0.000    0.100    0.000 <frozen importlib._bootstrap>:1209(_handle_fromlist)
       69    0.007    0.000    0.100    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:80(run)
      642    0.003    0.000    0.099    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:2328(_update_line_limits)
     1403    0.010    0.000    0.099    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/lines.py:666(recache)
      640    0.001    0.000    0.098    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:267(draw)
      467    0.001    0.000    0.096    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:76(_make_refs)
      642    0.004    0.000    0.096    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:623(autoscale_view)
    42428    0.024    0.000    0.095    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/event.py:209(broadcast)
     5503    0.086    0.000    0.090    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/lib/shape_base.py:612(column_stack)
      242    0.002    0.000    0.089    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:374(basic_indexing)
      215    0.000    0.000    0.089    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:458(_getitem_array_generic)
      848    0.010    0.000    0.089    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/lines.py:287(__init__)
9709/4347    0.013    0.000    0.089    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/runtime/context.py:343(get_meminfos)
        2    0.000    0.000    0.088    0.044 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/contour.py:1489(_process_args)
       98    0.012    0.000    0.086    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ssa.py:167(_run_block_rewrite)
      794    0.006    0.000    0.086    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/lines.py:738(draw)
      458    0.001    0.000    0.083    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typeinfer.py:467(__call__)
     2491    0.028    0.000    0.083    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/numpy_support.py:357(ufunc_find_matching_loop)
     1284    0.002    0.000    0.083    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:233(__call__)
      303    0.002    0.000    0.083    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/callconv.py:868(call_function)
    21214    0.014    0.000    0.083    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/event.py:404(end_event)
     1310    0.001    0.000    0.082    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/templates.py:481(apply)
     1314    0.002    0.000    0.082    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/templates.py:272(_select)
      240    0.001    0.000    0.081    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:893(call_internal_no_propagate)
     2441    0.004    0.000    0.080    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:1511(delvar)
     1314    0.014    0.000    0.080    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/context.py:592(resolve_overload)
  321/320    0.000    0.000    0.080    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/inline_closurecall.py:1401(match)
        6    0.000    0.000    0.080    0.013 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:288(create_cpython_wrapper)
        6    0.000    0.000    0.080    0.013 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cpu.py:181(create_cpython_wrapper)
 1125/879    0.001    0.000    0.079    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/context.py:153(refresh)
  321/320    0.004    0.000    0.079    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/inline_closurecall.py:1414(_inline_const_arraycall)
    16361    0.008    0.000    0.079    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/ffi.py:76(__exit__)
     9512    0.010    0.000    0.079    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/builder.py:967(extract_value)
      621    0.002    0.000    0.079    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/postproc.py:46(livemap)
      713    0.000    0.000    0.078    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/lines.py:1029(get_path)
     2770    0.001    0.000    0.077    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/runtime/context.py:384(decref)
      642    0.004    0.000    0.077    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:401(_plot_args)
      621    0.001    0.000    0.076    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/analysis.py:60(compute_live_map)
     7808    0.026    0.000    0.076    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/utils.py:350(order_by_target_specificity)
     2683    0.003    0.000    0.076    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:1567(decref)
109575/109305    0.037    0.000    0.076    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/_utils.py:54(get_reference)
     1242    0.002    0.000    0.075    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/analysis.py:71(fix_point)
     1300    0.008    0.000    0.074    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1189(_set_lim)
       69    0.002    0.000    0.073    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/inline_closurecall.py:80(run)
    45712    0.022    0.000    0.073    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ssa.py:190(_run_ssa_block_pass)
  855/824    0.001    0.000    0.073    0.000 <frozen importlib._bootstrap>:1167(_find_and_load)
    76/45    0.000    0.000    0.072    0.002 <frozen importlib._bootstrap>:1122(_find_and_load_unlocked)
   178916    0.051    0.000    0.072    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/targetconfig.py:111(getter)
     1745    0.005    0.000    0.071    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:362(alloca_once)
    16361    0.004    0.000    0.070    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:1246(exit_fn)
    75/45    0.000    0.000    0.069    0.002 <frozen importlib._bootstrap>:666(_load_unlocked)
    21214    0.013    0.000    0.069    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/event.py:390(start_event)
       14    0.000    0.000    0.069    0.005 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:301(create_cfunc_wrapper)
      176    0.001    0.000    0.069    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/npyimpl.py:160(_prepare_argument)
        1    0.000    0.000    0.069    0.069 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:2076(_add_contourf_set)
        1    0.000    0.000    0.069    0.069 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:360(collection_2d_to_3d)
       14    0.000    0.000    0.069    0.005 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cpu.py:193(create_cfunc_wrapper)
       53    0.000    0.000    0.069    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/npyimpl.py:347(<listcomp>)
     5524    0.009    0.000    0.069    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/_api/__init__.py:132(check_shape)
    71/45    0.000    0.000    0.068    0.002 <frozen importlib._bootstrap_external>:934(exec_module)
    57274    0.034    0.000    0.068    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/event.py:243(notify)
        1    0.003    0.003    0.067    0.067 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:363(<listcomp>)
   201/57    0.000    0.000    0.067    0.001 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
    16361    0.008    0.000    0.067    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/ffi.py:70(__enter__)
      207    0.000    0.000    0.066    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/postproc.py:158(_insert_var_dels)
      207    0.017    0.000    0.066    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/postproc.py:179(_patch_var_dels)
       69    0.000    0.000    0.065    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typed_passes.py:555(run_pass)
       69    0.000    0.000    0.065    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir_utils.py:2238(check_and_legalize_ir)
   578458    0.065    0.000    0.065    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/serialize.py:30(_numba_unpickle)
      466    0.002    0.000    0.065    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/module.py:11(parse_assembly)
     9512    0.007    0.000    0.065    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/instructions.py:666(__init__)
       18    0.000    0.000    0.064    0.004 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1270(_update_ticks)
        4    0.000    0.000    0.063    0.016 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1379(draw)
10125/7911    0.009    0.000    0.063    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/context.py:428(install_registry)
       67    0.000    0.000    0.062    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1555(_get_tick)
    76800    0.014    0.000    0.061    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/templates.py:1303(new_registrations)
     1919    0.002    0.000    0.061    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/targetconfig.py:190(__eq__)
       49    0.000    0.000    0.060    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ssa.py:83(_fix_ssa_vars)
    10515    0.018    0.000    0.059    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/context.py:542(_rate_arguments)
      642    0.000    0.000    0.058    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:539(<listcomp>)
   207374    0.030    0.000    0.058    0.000 <frozen abc>:117(__instancecheck__)
     8448    0.012    0.000    0.058    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:352(install_registry)
     1284    0.001    0.000    0.058    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:532(<genexpr>)
    16361    0.004    0.000    0.058    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:1243(enter_fn)
      642    0.002    0.000    0.057    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:342(_makeline)
       69    0.000    0.000    0.057    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/interpreter.py:1412(post_process)
     3730    0.002    0.000    0.055    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:929(gep_inbounds)
      352    0.001    0.000    0.055    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:412(declare_function)
    46/34    0.000    0.000    0.055    0.002 {built-in method builtins.__import__}
       69    0.001    0.000    0.054    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:29(__init__)
     3017    0.004    0.000    0.054    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/builder.py:568(_icmp)
5184/2592    0.009    0.000    0.054    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/units.py:164(get_converter)
       69    0.000    0.000    0.054    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typed_passes.py:881(run_pass)
     1944    0.005    0.000    0.054    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:2516(_process_unit_info)
        3    0.000    0.000    0.053    0.018 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/figure.py:658(add_subplot)
     3776    0.007    0.000    0.053    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/cgutils.py:936(gep)
        3    0.000    0.000    0.053    0.018 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axes/_base.py:569(__init__)
23324/23151    0.006    0.000    0.053    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/manager.py:29(lookup)
       67    0.001    0.000    0.051    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:65(__init__)
     2235    0.003    0.000    0.051    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:1465(storevar)
     2416    0.004    0.000    0.051    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/builder.py:297(if_then)
      652    0.002    0.000    0.050    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:96(shape)
        3    0.000    0.000    0.050    0.017 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:4123(make_array_nditer)
     3102    0.004    0.000    0.050    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/instructions.py:349(__init__)
       47    0.000    0.000    0.050    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:412(__init__)
       18    0.000    0.000    0.049    0.003 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/axis.py:1606(get_major_ticks)
19478/19468    0.005    0.000    0.049    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/manager.py:40(__getitem__)
93128/92553    0.017    0.000    0.049    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.049    0.016 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:3488(init_specific)
84469/64036    0.029    0.000    0.048    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/abstract.py:121(__hash__)
       69    0.000    0.000    0.048    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:357(init)
31875/28384    0.011    0.000    0.048    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:141(__exit__)
       69    0.003    0.000    0.048    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:373(_find_singly_assigned_variable)
